category,cost,is_free,is_official,latitude,location.state,longitude,event_date,repeat_times,has_image,description_words,duration,day_of_week,time,is_attractive,city
music,15.0,False,False,40.72482279999999,NY,-73.98775490000001,2018-06-05,1,True,30,0,Tues,evening,True,New York
performing-arts,,True,False,40.6733169555664,NY,-73.9898452758789,2018-06-05,1,True,28,0,Tues,evening,True,Brooklyn
performing-arts,,True,False,40.7226519,NY,-73.9863316,2018-06-05,1,True,28,0,Tues,evening,True,New York
festivals-fairs,,True,False,40.7290058,NY,-73.99544190000002,2018-06-06,1,True,9,0,Wed,evening,False,New York
kids-family,28.0,False,False,40.7065671,NY,-74.0037097,2018-06-06,1,True,21,0,Wed,afternoon,True,New York
film,7.0,False,False,40.7246322,NY,-73.9900275,2018-06-06,1,True,25,0,Wed,afternoon,False,New York
music,8.0,False,False,40.7210244,NY,-73.9877377,2018-06-06,1,True,30,0,Wed,afternoon,False,New York
food-and-drink,60.0,False,False,40.742863781678,NY,-74.00757656508179,2018-06-06,1,True,28,0,Wed,evening,True,New York
food-and-drink,30.0,False,False,40.7398532,NY,-74.00573349999998,2018-06-06,1,True,28,0,Wed,evening,True,New York
performing-arts,,True,False,40.7172958,NY,-73.95102179999998,2018-06-06,1,True,23,0,Wed,evening,False,Brooklyn
film,16.0,False,False,40.6793613,NY,-74.0117968,2018-06-06,1,True,25,0,Wed,evening,False,Brooklyn
performing-arts,18.0,False,False,40.7265315,NY,-74.0043743,2018-06-06,1,True,28,17,Wed,evening,True,New York
nightlife,,True,False,40.7135097,NY,-73.98594140000002,2018-06-07,1,False,26,0,Thurs,evening,False,New York
music,,True,False,40.713,NY,-74.0072,2018-06-07,1,True,23,0,Thurs,night,False,New York
lectures-books,50.0,False,False,40.6932301,NY,-73.9921648,2018-06-07,1,True,22,0,Thurs,morning,True,Brooklyn
sports-active-life,,True,False,40.7202837,NY,-74.0143751,2018-06-07,1,True,25,3,Thurs,morning,False,New York
other,,True,False,40.7440592,NY,-73.9893102,2018-06-07,1,True,26,0,Thurs,afternoon,False,New York
festivals-fairs,,True,False,40.7060855,NY,-73.9968643,2018-06-07,1,True,28,0,Thurs,afternoon,True,Brooklyn
music,15.0,False,False,40.749444200000006,NY,-73.97995970000002,2018-06-07,1,True,21,0,Thurs,afternoon,True,New York
food-and-drink,201.18,False,False,40.7281692,NY,-73.95781170000002,2018-06-07,1,True,25,0,Thurs,evening,True,Brooklyn
performing-arts,,True,False,40.6821367,NY,-73.9794965,2018-06-07,1,True,26,0,Thurs,evening,False,Brooklyn
nightlife,,True,False,40.713,NY,-74.0072,2018-06-08,1,True,23,0,Fri,morning,False,New York
music,,True,False,40.6888467,NY,-73.97905759999998,2018-06-08,1,True,25,0,Fri,morning,False,Brooklyn
food-and-drink,3.99,False,False,40.7233949,NY,-73.950856,2018-06-08,5,True,23,29,Fri,afternoon,True,Brooklyn
food-and-drink,3.99,False,False,40.749459,NY,-73.982743,2018-06-08,5,True,31,29,Fri,afternoon,True,New York
food-and-drink,50.0,False,False,40.70342,NY,-73.97175899999998,2018-06-08,1,True,29,0,Fri,afternoon,True,Brooklyn
nightlife,,True,False,40.74031,NY,-74.0055189319355,2018-06-08,1,True,26,0,Fri,afternoon,False,New York
visual-arts,5.0,False,False,40.716174,NY,-73.9631215,2018-06-08,1,True,23,2,Fri,evening,True,Brooklyn
performing-arts,10.0,False,False,40.67604160000001,NY,-73.9801243,2018-06-08,1,True,21,0,Fri,evening,False,Brooklyn
film,,True,False,40.694543,NY,-73.98566590000001,2018-06-08,1,True,24,0,Fri,evening,False,Brooklyn
music,20.0,False,False,40.7292126,NY,-73.99114300000002,2018-06-08,1,True,30,0,Fri,evening,False,New York
food-and-drink,45.0,False,False,40.728162,NY,-73.9574765,2018-06-09,1,True,20,0,Sat,evening,True,Brooklyn
food-and-drink,30.0,False,False,40.6517252,NY,-73.95282409999999,2018-06-09,1,True,29,0,Sat,morning,True,Brooklyn
food-and-drink,125.0,False,False,40.7422133587202,NY,-73.98797365106509,2018-06-09,1,True,24,1,Sat,morning,True,New York
festivals-fairs,,True,False,40.656469,NY,-74.00841109999998,2018-06-09,1,True,26,1,Sat,morning,True,Brooklyn
food-and-drink,,False,False,40.7366138,NY,-74.00944709999997,2018-06-09,1,True,28,30,Sat,morning,True,New York
visual-arts,99.0,False,False,40.7135097,NY,-73.98594140000002,2018-06-09,1,True,26,0,Sat,afternoon,False,New York
visual-arts,,True,False,40.6727944,NY,-74.0176183,2018-06-09,1,True,18,1,Sat,afternoon,False,New York
performing-arts,10.0,False,False,40.7124715,NY,-73.9945497,2018-06-09,1,True,26,0,Sat,afternoon,False,New York
food-and-drink,,False,False,40.7470981842068,NY,-73.9549534404755,2018-06-09,1,True,25,1,Sat,afternoon,True,Long Island City
food-and-drink,25.0,False,False,40.7185941,NY,-73.9893848,2018-06-09,1,True,22,0,Sat,afternoon,True,New York
performing-arts,,True,False,40.7257471,NY,-73.99179659999999,2018-06-09,3,True,24,0,Sat,afternoon,True,New York
film,16.0,False,False,40.7173452,NY,-73.9892929,2018-06-09,1,True,23,0,Sat,evening,False,New York
music,8.0,False,False,40.7258024,NY,-73.98392249999998,2018-06-09,1,True,20,0,Sat,evening,False,New York
nightlife,120.0,False,False,40.7086054,NY,-74.0136016,2018-06-09,1,True,29,0,Sat,evening,False,New York
music,10.0,False,False,40.7272199,NY,-74.00132370000001,2018-06-10,1,True,19,0,Sun,afternoon,False,New York
performing-arts,,True,False,40.7191395,NY,-74.0060905,2018-06-10,1,True,24,0,Sun,afternoon,False,New York
music,8.0,False,False,40.67656,NY,-73.986056,2018-06-10,1,True,22,0,Sun,evening,False,Brooklyn
food-and-drink,70.0,False,False,40.7194649,NY,-73.9899453,2018-06-11,1,True,26,0,Mon,morning,False,New York
visual-arts,0.0,False,False,40.7191395,NY,-74.0060905,2018-06-11,1,True,25,0,Mon,afternoon,False,New York
sports-active-life,50.0,False,False,40.745927,NY,-73.999747,2018-06-11,1,True,26,0,Mon,afternoon,False,New York
food-and-drink,,True,True,40.7333644026275,NY,-73.9580564847585,2018-06-11,1,True,24,0,Mon,afternoon,True,Brooklyn
performing-arts,35.0,False,False,40.7297747,NY,-73.99786230000002,2018-06-11,1,True,25,0,Mon,afternoon,False,New York
lectures-books,5.0,False,False,40.694804,NY,-73.992407,2018-06-11,1,True,23,0,Mon,afternoon,True,Brooklyn
performing-arts,,True,False,40.7265315,NY,-74.0043743,2018-06-11,1,False,26,0,Mon,evening,False,New York
lectures-books,,True,False,40.73300820000001,NY,-73.9897835,2018-06-11,1,True,27,0,Mon,evening,True,New York
performing-arts,,True,False,40.6786723207026,NY,-73.9589714418068,2018-06-11,1,True,28,0,Mon,evening,True,Brooklyn
performing-arts,,True,False,40.6733169555664,NY,-73.9898452758789,2018-06-11,1,True,24,0,Mon,evening,False,Brooklyn
music,,False,False,40.6998433,NY,-74.0072436,2018-06-12,1,True,32,0,Tues,evening,False,New York
food-and-drink,,True,False,40.7287714,NY,-73.9591095,2018-06-12,1,True,27,0,Tues,morning,False,Brooklyn
food-and-drink,,True,False,40.7287714,NY,-73.9591095,2018-06-12,1,True,27,0,Tues,afternoon,False,Brooklyn
performing-arts,,False,False,40.7340538791499,NY,-73.9906561729501,2018-06-12,1,True,26,0,Tues,evening,False,New York
food-and-drink,125.0,False,False,40.7423311,NY,-74.00347909999998,2018-06-12,1,True,25,0,Tues,evening,True,New York
food-and-drink,,True,False,40.6773529,NY,-74.01538690000002,2018-06-12,1,True,26,0,Tues,evening,True,Brooklyn
performing-arts,,True,False,40.7226519,NY,-73.9863316,2018-06-12,1,True,27,0,Tues,evening,False,New York
food-and-drink,,True,False,40.7284995,NY,-73.95965490000002,2018-06-13,1,True,27,0,Wed,morning,False,Brooklyn
food-and-drink,,True,False,40.7287714,NY,-73.9591095,2018-06-13,1,True,27,0,Wed,afternoon,False,Brooklyn
food-and-drink,,True,False,40.7287714,NY,-73.9591095,2018-06-13,1,True,27,0,Wed,afternoon,False,Brooklyn
other,15.0,False,False,40.735083,NY,-73.98819830000002,2018-06-13,1,True,23,0,Wed,afternoon,False,New York
food-and-drink,30.0,False,False,40.7398532,NY,-74.00573349999998,2018-06-13,1,True,27,0,Wed,evening,True,New York
performing-arts,15.0,False,False,40.7206657,NY,-73.9844931,2018-06-13,1,True,33,0,Wed,evening,False,New York
music,15.0,False,False,40.7223225,NY,-73.98858129999998,2018-06-13,1,True,27,0,Wed,evening,False,New York
performing-arts,,True,False,40.7179363,NY,-74.0025839,2018-06-13,1,False,22,0,Wed,evening,False,New York
performing-arts,,True,False,40.7212531,NJ,-74.0459485,2018-06-13,3,True,22,0,Wed,evening,True,Jersey City
other,10.0,False,False,40.7065671,NY,-74.0037097,2018-06-13,1,False,23,0,Wed,evening,False,New York
performing-arts,,True,False,40.731370743568,NY,-73.98318647280401,2018-06-13,1,True,27,0,Wed,evening,False,New York
sports-active-life,,True,False,40.713,NY,-74.0072,2018-06-14,1,True,29,0,Thurs,night,False,New York
fashion,,True,False,40.7395932,NY,-74.0074501,2018-06-14,1,True,31,0,Thurs,morning,False,New York
fashion,,True,False,40.72353870000001,NY,-73.9936221,2018-06-14,1,True,26,16,Thurs,morning,False,New York
visual-arts,,True,False,40.7493555,NY,-74.0046957,2018-06-14,1,True,24,7,Thurs,morning,True,New York
festivals-fairs,60.0,False,False,40.7158706,NJ,-74.03735429999998,2018-06-14,1,True,32,0,Thurs,afternoon,True,Jersey City
music,15.0,False,False,40.749444200000006,NY,-73.97995970000002,2018-06-14,1,True,21,0,Thurs,afternoon,False,New York
film,,True,False,40.6888467,NY,-73.97905759999998,2018-06-14,1,True,26,0,Thurs,evening,False,Brooklyn
music,,True,False,40.713,NY,-74.0072,2018-06-15,1,True,24,0,Fri,night,False,New York
sports-active-life,,True,False,40.6602377,NY,-73.991336,2018-06-15,1,True,27,30,Fri,morning,True,Brooklyn
festivals-fairs,199.0,False,False,40.72307,NY,-73.99203,2018-06-15,1,True,27,0,Fri,morning,False,New York
festivals-fairs,25.0,False,False,40.728162,NY,-73.9574765,2018-06-15,1,True,25,2,Fri,morning,True,Brooklyn
performing-arts,,True,False,40.6896167,NY,-73.9879725,2018-06-15,1,False,7,0,Fri,afternoon,False,Brooklyn
performing-arts,,True,False,40.7293456,NY,-73.9787662,2018-06-15,1,True,28,0,Fri,evening,False,New York
performing-arts,,True,False,40.7396059,NY,-74.0089716,2018-06-15,1,False,26,0,Fri,evening,False,New York
nightlife,10.0,False,False,40.7412174911201,NY,-73.9933061599731,2018-06-15,1,True,31,0,Fri,evening,True,New York
performing-arts,,True,False,40.6786723207026,NY,-73.9589714418068,2018-06-15,1,True,28,0,Fri,evening,True,Brooklyn
film,16.0,False,False,40.7173452,NY,-73.9892929,2018-06-15,1,True,29,0,Fri,evening,False,New York
nightlife,8.0,False,False,40.7258024,NY,-73.98392249999998,2018-06-15,1,True,29,0,Fri,evening,False,New York
nightlife,8.0,False,False,40.67604160000001,NY,-73.9801243,2018-06-15,1,True,23,0,Fri,evening,False,Brooklyn
performing-arts,7.0,False,False,40.7206657,NY,-73.9844931,2018-06-15,1,True,27,0,Fri,evening,False,New York
kids-family,65.0,False,False,40.7368027,NJ,-74.0409552,2018-06-16,1,True,28,0,Sat,morning,True,Hoboken
sports-active-life,,True,False,40.6913770268785,NY,-74.01643753051759,2018-06-16,1,True,24,0,Sat,morning,True,New York
festivals-fairs,,True,False,40.7208252330624,NJ,-74.0322070805611,2018-06-16,1,True,29,1,Sat,morning,True,Jersey City
visual-arts,,True,False,40.6727944,NY,-74.0176183,2018-06-16,1,True,22,1,Sat,afternoon,True,New York
sports-active-life,25.0,False,False,40.733826982355296,NY,-74.0021678068487,2018-06-16,1,True,26,0,Sat,afternoon,True,New York
lectures-books,,True,False,40.6979977,NY,-73.99177209999998,2018-06-16,1,True,24,0,Sat,afternoon,False,Brooklyn
performing-arts,8.0,False,False,40.67604160000001,NY,-73.9801243,2018-06-16,1,True,23,0,Sat,evening,False,Brooklyn
film,16.0,False,False,40.6580779,NY,-73.9948493,2018-06-16,1,True,25,0,Sat,evening,False,Brooklyn
nightlife,,True,False,40.7306,NY,-74.011185,2018-06-16,1,True,25,0,Sat,evening,True,New York
food-and-drink,1.0,False,False,40.671931,NY,-73.957784,2018-06-16,1,True,32,0,Sat,evening,False,Brooklyn
music,10.0,False,False,40.70634329999999,NY,-74.0138025,2018-06-16,1,True,24,0,Sat,evening,False,New York
food-and-drink,,False,False,40.740985,NY,-73.981317,2018-06-17,1,True,23,0,Sun,morning,False,New York
food-and-drink,,False,False,40.7219097,NY,-74.0039054,2018-06-17,1,True,24,0,Sun,morning,False,New York
sports-active-life,39.0,False,False,40.749215,NY,-73.983023,2018-06-17,1,True,24,0,Sun,afternoon,False,New York
nightlife,5.0,False,False,40.7268982612292,NY,-73.9528847539673,2018-06-17,1,True,22,0,Sun,evening,False,Brooklyn
performing-arts,,True,False,40.6821342,NY,-73.9794926,2018-06-17,1,False,25,0,Sun,evening,True,Brooklyn
other,,False,False,40.713,NY,-74.0072,2018-06-18,1,False,28,4,Mon,evening,False,New York
other,10.0,False,False,40.7237284,NY,-74.0084371,2018-06-18,1,True,26,0,Mon,afternoon,True,New York
nightlife,12.0,False,False,40.7207018,NY,-73.98447519999998,2018-06-18,1,True,27,0,Mon,evening,False,New York
performing-arts,,True,False,40.6786723207026,NY,-73.9589714418068,2018-06-18,1,True,28,0,Mon,evening,False,Brooklyn
performing-arts,,True,False,40.7230068,NY,-73.986042,2018-06-18,1,True,21,0,Mon,evening,True,New York
charities,250.0,False,False,40.747777160820704,NY,-74.00956034660341,2018-06-19,1,True,26,0,Tues,evening,False,New York
music,,False,False,40.713,NY,-74.0072,2018-06-19,1,True,29,0,Tues,night,False,New York
lectures-books,10.0,False,False,40.7450359,NY,-73.99342490000002,2018-06-19,1,True,26,0,Tues,afternoon,False,New York
performing-arts,,True,False,40.7226519,NY,-73.9863316,2018-06-19,1,True,27,0,Tues,evening,False,New York
performing-arts,,False,False,40.731370743568,NY,-73.98318647280401,2018-06-20,1,True,26,0,Wed,evening,False,New York
music,,True,False,40.7191435,NY,-73.99400229999998,2018-06-20,1,True,19,0,Wed,evening,False,New York
sports-active-life,4.0,False,False,40.7135097,NY,-73.98594140000002,2018-06-20,1,True,27,0,Wed,evening,False,New York
performing-arts,,False,False,40.713,NY,-74.0072,2018-06-20,1,False,21,0,Wed,evening,False,New York
food-and-drink,,False,False,40.7408483,NY,-73.9811894,2018-06-20,1,True,20,0,Wed,afternoon,True,New York
charities,,True,False,40.7203654,NY,-74.00010479999997,2018-06-20,1,True,25,0,Wed,afternoon,False,New York
film,7.0,False,False,40.7246322,NY,-73.9900275,2018-06-20,1,True,25,0,Wed,afternoon,True,New York
food-and-drink,,True,False,40.7206929,NY,-73.9956057,2018-06-20,1,True,30,0,Wed,afternoon,True,New York
music,40.0,False,False,40.7353561,NY,-73.9739119,2018-06-20,1,True,25,0,Wed,evening,True,New York
film,25.0,False,False,40.7206657,NY,-73.9844931,2018-06-20,1,True,22,0,Wed,evening,False,New York
performing-arts,,True,False,40.719129,NY,-73.984509,2018-06-20,1,True,25,0,Wed,evening,True,New York
music,,True,False,40.7114397521269,NY,-74.0125204576143,2018-06-21,1,True,24,0,Thurs,evening,False,New York
festivals-fairs,300.0,False,False,40.7260264,NY,-74.0082562,2018-06-21,1,True,23,0,Thurs,morning,True,New York
fashion,,True,False,40.722342243530896,NY,-73.9992253503307,2018-06-21,1,False,27,0,Thurs,afternoon,False,New York
music,15.0,False,False,40.749444200000006,NY,-73.97995970000002,2018-06-21,1,True,21,0,Thurs,afternoon,False,New York
sports-active-life,10.0,False,False,40.7423311,NY,-74.00347909999998,2018-06-21,1,True,27,0,Thurs,evening,False,New York
sports-active-life,,False,False,40.7158691,NY,-73.95870359999998,2018-06-21,1,True,23,0,Thurs,evening,False,Brooklyn
music,,True,False,40.74978529999999,NY,-73.98620340000002,2018-06-22,1,True,27,0,Fri,night,False,New York
fashion,,True,False,40.7232119,NY,-74.0011148,2018-06-22,1,True,25,0,Fri,morning,False,New York
nightlife,,True,False,40.7440395,NY,-73.98812579999998,2018-06-22,1,True,28,0,Fri,afternoon,True,New York
nightlife,0.0,False,False,40.74031,NY,-74.0055189319355,2018-06-22,1,True,24,0,Fri,evening,False,New York
nightlife,55.0,False,False,40.7460259,NY,-73.9857118,2018-06-23,1,True,26,0,Sat,evening,False,New York
performing-arts,35.0,False,False,40.7191395,NY,-74.0060905,2018-06-23,1,True,20,0,Sat,evening,False,New York
lectures-books,20.0,False,False,40.7473985,NY,-73.9920475,2018-06-23,1,True,31,0,Sat,morning,False,New York
food-and-drink,15.0,False,False,40.7113868991087,NY,-73.9598345622784,2018-06-23,1,True,25,0,Sat,morning,True,Brooklyn
food-and-drink,100.0,False,False,40.656469,NY,-74.00841109999998,2018-06-23,1,True,27,0,Sat,morning,True,Brooklyn
sports-active-life,,True,False,40.7272618,NY,-73.9826618,2018-06-23,1,True,31,0,Sat,afternoon,True,New York
lectures-books,5.0,False,False,40.6979977,NY,-73.99177209999998,2018-06-23,1,True,24,0,Sat,afternoon,False,Brooklyn
performing-arts,15.0,False,False,40.6861547,NY,-73.9773518,2018-06-23,1,True,24,0,Sat,afternoon,False,Brooklyn
fashion,25.0,False,False,40.749782,NY,-73.990626,2018-06-23,1,True,24,0,Sat,afternoon,True,New York
performing-arts,20.0,False,False,40.72525,NY,-73.98444920000001,2018-06-23,1,True,28,0,Sat,evening,True,New York
music,12.0,False,False,40.7223225,NY,-73.98858129999998,2018-06-23,1,True,27,0,Sat,evening,False,New York
nightlife,120.0,False,False,40.7086054,NY,-74.0136016,2018-06-23,1,True,27,0,Sat,evening,False,New York
music,15.0,False,False,40.6696047,NY,-73.9955139,2018-06-23,1,True,21,0,Sat,evening,False,Brooklyn
nightlife,,False,False,40.741070070750396,NY,-73.9929329067459,2018-06-23,1,True,24,0,Sat,evening,False,New York
visual-arts,6.0,False,False,40.6714058033045,NY,-73.96367787989429,2018-06-24,4,True,19,21,Sun,morning,True,Brooklyn
nightlife,,True,False,40.7420424869865,NY,-74.003503324823,2018-06-24,1,True,31,0,Sun,afternoon,False,New York
performing-arts,20.0,False,False,40.72075200000001,NJ,-74.045175,2018-06-24,3,True,25,0,Sun,afternoon,True,Jersey City
performing-arts,15.0,False,False,40.720609,NY,-73.992819,2018-06-24,1,True,25,1,Sun,afternoon,False,New York
performing-arts,8.0,False,False,40.7206657,NY,-73.9844931,2018-06-24,1,True,25,0,Sun,evening,False,New York
music,,True,False,40.74978529999999,NY,-73.98620340000002,2018-06-25,1,True,25,0,Mon,night,False,New York
fashion,,True,False,40.7189005,NY,-74.0017575,2018-06-25,2,False,25,2,Mon,morning,True,New York
visual-arts,,True,False,40.7393057,NY,-73.9941016,2018-06-25,1,True,24,6,Mon,morning,True,New York
other,,True,False,40.7424208,NY,-73.9911518,2018-06-25,1,True,22,0,Mon,afternoon,False,New York
visual-arts,,True,False,40.7230163,NY,-73.9822869,2018-06-25,1,True,32,0,Mon,afternoon,True,New York
performing-arts,25.0,False,False,40.7290178,NY,-73.9917494,2018-06-25,1,True,26,0,Mon,evening,False,New York
food-and-drink,,True,True,40.671093161824395,NY,-73.98448949455499,2018-06-25,1,True,24,0,Mon,evening,True,Brooklyn
sports-active-life,,True,False,40.6796904,NY,-73.9822192,2018-06-25,1,True,27,0,Mon,evening,True,Brooklyn
performing-arts,,True,False,40.6786723207026,NY,-73.9589714418068,2018-06-25,1,True,28,0,Mon,evening,False,Brooklyn
other,,True,False,40.713,NY,-74.0072,2018-06-26,1,True,24,0,Tues,evening,False,New York
music,,True,False,40.7478184,NY,-73.9906072,2018-06-26,1,True,26,0,Tues,evening,False,New York
performing-arts,,True,False,40.7191395,NY,-74.0060905,2018-06-26,1,True,24,0,Tues,afternoon,False,New York
nightlife,,True,True,40.7025733903159,NY,-73.9698984748688,2018-06-26,1,True,24,0,Tues,evening,True,Brooklyn
performing-arts,10.0,False,False,40.7428216,NY,-74.00070459999998,2018-06-26,1,True,21,0,Tues,evening,False,New York
performing-arts,20.0,False,False,40.7036590915414,NY,-73.9928808671827,2018-06-26,1,True,25,3,Tues,evening,False,Brooklyn
performing-arts,5.0,False,False,40.67604160000001,NY,-73.9801243,2018-06-26,1,True,29,0,Tues,evening,False,Brooklyn
performing-arts,,True,False,40.7226519,NY,-73.9863316,2018-06-26,1,True,27,0,Tues,evening,False,New York
festivals-fairs,,True,False,40.7459797,NJ,-74.0338189,2018-06-27,1,True,21,0,Wed,evening,False,Hoboken
fashion,,True,False,40.7189764,NY,-74.00297409999997,2018-06-27,1,True,22,0,Wed,morning,False,New York
film,7.0,False,False,40.7246322,NY,-73.9900275,2018-06-27,1,True,25,0,Wed,afternoon,False,New York
music,15.0,False,False,40.7223225,NY,-73.98858129999998,2018-06-27,1,True,25,0,Wed,evening,False,New York
music,,True,False,40.7257471,NY,-73.99179659999999,2018-06-27,1,True,22,0,Wed,evening,False,New York
film,,True,False,40.7184206,NY,-73.9976166,2018-06-27,1,True,21,0,Wed,evening,False,New York
performing-arts,,True,False,40.731370743568,NY,-73.98318647280401,2018-06-28,1,True,26,0,Thurs,evening,False,New York
food-and-drink,,True,False,40.7353795,NY,-73.9899507,2018-06-28,1,True,31,30,Thurs,evening,True,New York
music,,True,False,40.713,NY,-74.0072,2018-06-28,1,False,23,0,Thurs,evening,False,New York
food-and-drink,10.0,False,False,40.691036,NY,-73.9826885,2018-06-28,1,True,26,0,Thurs,morning,True,Brooklyn
sports-active-life,,True,False,40.694543,NY,-73.98566590000001,2018-06-28,1,False,15,0,Thurs,afternoon,True,Brooklyn
music,45.0,False,False,40.7290178,NY,-73.9917494,2018-06-28,1,True,25,0,Thurs,evening,False,New York
film,50.0,False,False,40.7461019,NY,-73.99985229999999,2018-06-28,1,True,27,0,Thurs,evening,False,New York
nightlife,17.5,False,False,40.7353561,NY,-73.9739119,2018-06-28,1,True,30,0,Thurs,evening,True,New York
performing-arts,10.0,False,False,40.6861547,NY,-73.9773518,2018-06-28,1,True,23,0,Thurs,evening,False,Brooklyn
other,,True,False,40.713,NY,-74.0072,2018-06-28,1,False,24,0,Thurs,evening,True,New York
nightlife,36.0,False,False,40.6586715,NY,-73.9672255,2018-06-28,1,True,31,0,Thurs,evening,False,Brooklyn
food-and-drink,10.0,False,False,40.6934676767034,NY,-73.9877593517303,2018-06-29,1,False,30,0,Fri,morning,False,Brooklyn
food-and-drink,45.0,False,False,40.7494185,NY,-73.99406490000001,2018-06-29,1,True,29,0,Fri,afternoon,True,New York
performing-arts,,True,False,40.6786723207026,NY,-73.9589714418068,2018-06-29,1,True,17,0,Fri,evening,False,Brooklyn
fashion,,True,False,40.739237,NY,-74.0019412,2018-06-29,2,True,27,1,Fri,evening,True,New York
performing-arts,10.0,False,False,40.7206657,NY,-73.9844931,2018-06-29,1,True,23,0,Fri,evening,False,New York
nightlife,0.0,False,False,40.74031,NY,-74.0055189319355,2018-06-29,1,True,24,0,Fri,evening,True,New York
other,,True,False,40.7446138,NY,-73.9876782,2018-06-30,1,True,23,30,Sat,evening,True,New York
other,,True,False,40.721746,NY,-73.95833,2018-06-30,1,True,26,0,Sat,morning,False,Brooklyn
festivals-fairs,,True,False,40.6979703,NY,-73.9746548,2018-06-30,1,True,21,4,Sat,morning,True,Brooklyn
visual-arts,,True,False,40.7406065,NY,-74.00738129999998,2018-06-30,1,True,28,0,Sat,afternoon,False,New York
food-and-drink,20.0,False,False,40.744982826725604,NY,-73.9751553162932,2018-06-30,1,True,27,0,Sat,afternoon,True,New York
performing-arts,8.0,False,False,40.7404289866457,NY,-73.98468017578121,2018-06-30,2,True,26,0,Sat,afternoon,True,New York
performing-arts,10.0,False,False,40.7206657,NY,-73.9844931,2018-06-30,1,True,27,0,Sat,evening,False,New York
performing-arts,,True,False,40.6786723207026,NY,-73.9589714418068,2018-06-30,1,True,29,0,Sat,evening,False,Brooklyn
nightlife,,True,False,40.7325413,NY,-73.988214,2018-06-30,2,True,21,0,Sat,evening,True,New York
nightlife,30.0,False,False,40.7050356,NY,-74.0037533,2018-06-30,1,True,23,0,Sat,evening,True,New York
nightlife,,True,False,40.7396696,NY,-74.0068992,2018-06-30,5,True,22,0,Sat,evening,True,New York
nightlife,25.0,False,False,40.7047240923101,NY,-74.0021444007111,2018-06-30,1,True,24,0,Sat,evening,True,New York
nightlife,,True,False,40.7396696,NY,-74.0068992,2018-06-30,1,True,26,0,Sat,evening,False,New York
nightlife,,False,False,40.735297,NY,-73.973878,2018-06-30,1,True,23,0,Sat,evening,True,New York
nightlife,25.0,False,False,40.7352908,NY,-73.973873,2018-06-30,1,True,28,0,Sat,evening,True,New York
food-and-drink,39.0,False,False,40.713,NY,-74.0072,2018-07-01,1,True,30,30,Sun,morning,True,New York
food-and-drink,45.0,False,False,40.7182976,NY,-73.95752890000001,2018-07-01,1,True,20,0,Sun,afternoon,True,Brooklyn
food-and-drink,,True,False,40.7468631,NY,-73.9823142,2018-07-01,1,True,29,0,Sun,afternoon,True,New York
music,,True,False,40.6875446,NY,-73.96236390000001,2018-07-01,1,True,16,0,Sun,afternoon,True,Brooklyn
performing-arts,,True,False,40.731826,NY,-74.00134399999997,2018-07-01,1,True,1,0,Sun,evening,True,New York
other,,True,False,40.713,NY,-74.0072,2018-07-02,1,True,22,0,Mon,evening,False,New York
performing-arts,10.0,False,False,40.7206935,NY,-73.98444920000001,2018-07-02,2,True,29,0,Mon,evening,True,New York
music,10.0,False,False,40.7142969,NY,-73.9558663,2018-07-02,1,False,20,0,Mon,evening,False,Brooklyn
performing-arts,,True,False,40.6786723207026,NY,-73.9589714418068,2018-07-02,1,True,28,0,Mon,evening,False,Brooklyn
performing-arts,,True,False,40.7230068,NY,-73.986042,2018-07-02,1,True,24,0,Mon,evening,True,New York
music,,True,False,40.7191435,NY,-73.99400229999998,2018-07-03,1,True,29,0,Tues,night,False,New York
nightlife,,True,False,40.72259,NY,-73.955396,2018-07-03,1,True,34,0,Tues,evening,True,Brooklyn
nightlife,30.0,False,False,40.7304781,NY,-74.01116359999997,2018-07-03,1,True,26,0,Tues,evening,False,New York
performing-arts,,True,False,40.7226519,NY,-73.9863316,2018-07-03,1,True,27,0,Tues,evening,False,New York
nightlife,,True,False,40.72973,NY,-73.988074,2018-07-03,1,True,26,0,Tues,evening,True,New York
food-and-drink,10.0,False,False,40.7440395,NY,-73.98812579999998,2018-07-03,1,True,24,1,Tues,evening,True,New York
nightlife,,False,False,40.7298242,NY,-73.9805987,2018-07-04,1,True,23,0,Wed,afternoon,False,New York
nightlife,25.0,False,False,40.7160494,NY,-73.9971023,2018-07-04,1,True,25,0,Wed,afternoon,False,New York
nightlife,20.0,False,False,40.7420424869865,NY,-74.003503324823,2018-07-04,1,True,30,0,Wed,afternoon,False,New York
performing-arts,50.0,False,False,40.7059561981769,NY,-74.0185171490475,2018-07-04,1,True,28,0,Wed,afternoon,False,New York
nightlife,149.0,False,False,40.7304781,NY,-74.01116359999997,2018-07-04,1,True,23,0,Wed,afternoon,False,New York
nightlife,99.0,False,False,40.7050138,NY,-74.00373950000002,2018-07-04,1,True,23,0,Wed,afternoon,False,New York
nightlife,99.0,False,False,40.735356,NY,-73.973912,2018-07-04,1,True,26,0,Wed,afternoon,True,New York
festivals-fairs,109.0,False,False,40.7050356,NY,-74.0037533,2018-07-04,1,True,26,0,Wed,afternoon,False,New York
music,99.0,False,False,40.7304781,NY,-74.01116359999997,2018-07-04,1,True,23,0,Wed,afternoon,False,New York
charities,,True,False,40.7449987,NY,-74.0084016,2018-07-05,1,True,24,0,Thurs,evening,False,New York
